id	sent0	label
8759	Sound pwoliii... ട്രൈലെർ ഒരു രക്ഷയുമില്ല.. 🤩🤩🤩🤩🤩🤩🤩	Positive
8760	Thalaivar dialogue in mamookaa version powli...	Positive
8761	Surajettan Pagaram tovino vannirunnengil pradheeksha koodiyene	Mixed_feelings
8762	Ikka ingalee kanan Vendi mathram ethra samayam kathirunne	unknown_state
8763	Onnathinu pottikan padakam Alla nalla assalu bomb thanne	Negative
8764	ഈ ഇതിൽ ഉള്ള പോലെ ഫിലിമിൽ ഇല്ല	unknown_state
8765	2016 ലും ഇത് കാണുന്നവർ ലൈക് അടിക്ക്!	unknown_state
8766	Lalettante Aniyan aayit Prithviraj thanne aano ennoru doubt 🤔	unknown_state
8767	Video hay nhung sao lai danh nhau vay	not-malayalam
8768	7 minutes 147k views  37k like......	not-malayalam
8769	1 year of AS.  Aarokke trailer kanan vannu 1 year aayath kond	unknown_state
8770	ഈ പടത്തിൽ ഒരിക്കലും മമ്മൂട്ടിയുടെ ഡാൻസ് ഉണ്ടാകുമെന്ന് കരുതിയില്ല.  തിയേറ്ററിൽ നല്ല കയ്യടി ആയിരുന്നു ഇതിനൊക്കെ.  സംഭവം ക്യൂട്ട് ആയിട്ടുണ്ട്	Positive
8771	ഷൈൻ ഒരു രക്ഷയുമില്ല നല്ല വേഷങ്ങൾ കിട്ടട്ടെ	Positive
8772	Pazhassi raja pole oru mega hit aavatte	Positive
8773	kore naal mumb erangiya aa teaserile look (iron box scene) trailer il  onnum kaanikkunnillallo🤔	unknown_state
8774	Romanjam...  uff ikkaaaaa polich... 🥰	Positive
8775	Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference	Positive
8776	Chakochan carrier break avum enn ഉറപ്പുള്ളവർ adikk	unknown_state
8777	Mookuthi kandillel kuzhappam illa.  Unnni eetane kande ee	unknown_state
8778	കുർബാന കുടി  സിമിത്തേരിൽ പ്രാർത്ഥിച്ചു  ഇനി  2  കിലോ പോത്തെറിച്ചി വാങ്ങിച്ചു വീട്ടിൽ പോണം   അതാണ്  നമ്മടെ  നസ്രാണി കളുടെ രീതി	unknown_state
8779	My Santa Christmas Kondupoyi Sheriyalle Like	unknown_state
8780	സിനിമ പ്രതീക്ഷിക്കാൻ വകയുണ്ട് എന്ന് തോന്നിപ്പിക്കുന്ന പാട്ട്	Positive
8781	Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla	Mixed_feelings
8782	Mookuthi mookuthi kandilla Ohhh Vayalar ezhuthumo ith pole	Negative
8783	Oru 100cr koody njnga Ing aduthu #EIDMUBARAK	Positive
8784	Kali bwendaa mwonee ikkka mess daa	Positive
8785	first adam jon trialer pole ndaynu .but bgm kidu	Mixed_feelings
8786	ലിന്റോ കുരിയനും , അജയ് വാസുദേവും ,  ഗോപി സുന്ദറും  പിന്നെ നമ്മുടെ മമ്മൂക്കയും ഞെട്ടിച്ചു  ഇത് പൊളിക്കും  കൊല കാൻഡിൽ ഇറുക്കെ കൊല്ലമാ വിടമാട്ടെ	Positive
8787	Dislike adikkunna teams aranenn manasilaayo makkale....	unknown_state
8788	Superb NivinPakka make over  Best till today	not-malayalam
8789	Therium ille  raja sollrathu than seivve seivvarathu mattun thaan solluvee	not-malayalam
8790	ചെറു പുഞ്ചിരിയോടെ മാത്രമേ ഈ പാട്ട് കാണാൻ സാധിക്കൂ    ......	Positive
8791	Katta waiting	Positive
8792	ഇതിലും ഉമ്ബിയ ട്രൈലെർ സ്വപ്നങ്ങളിൽ മാത്രം...ഓണം #LAD കൊണ്ട് പോകും	Positive
8793	Muruka ne theernnada   Mammokka fans jpg	unknown_state
8794	Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka	Positive
8795	Mookuthi poyt inghane.. Padchone olde valla maalayun aanu poyadhengilo. ikka uiraan	unknown_state
8796	Uff... orikkalum kaanilla vijarich achayan	unknown_state
8797	മാർഗം കളിയും, ചൈനീസ്  വേഷവും, പരസ്യത്തിൽ  കണ്ടപ്പോൾ  വെറും  ഡപ്പാങ്കൂത്തും പടം  എന്ന്  കരുതി. പക്ഷെ  നല്ല  ഒരു  family  entertainer. സ്റ്റെപ്പിനി ആയ  അജുവര്ഗീസ്   സ്ഥിരം  ബോറടി  samsaram, ഗോഷ്ഠി ഒഴിച്ചാൽ  കണ്ടിരിക്കാം..	Mixed_feelings
8798	Malayalathinte mahanadan #Suriyafansinte ashamsakal🤝 Trailer looks massy!	Positive
8799	Nte. Ammmmoooooo ..Heavy ....dislike chathavarkku sthuthiyayirikkatte......ethrayum dislike.......one name mohanlal......	Positive
8800	All the best From a katta ettan fan	Positive
8801	veendum veendum kaanunnathaayi njn maathre ullo?	unknown_state
8802	ട്രൈലെർ കണ്ടാലേ അറിയാം ഒരു ഒന്ന് ഒന്നര ട്രാൻഫോർമേഷൻ സീൻ ഉണ്ടന്ന് 🥰🥰	Positive
8803	Uff... again....AGE IS JUST A NUMBER #Mammukka	not-malayalam
8804	Trailer vere level last 30 seconds no reksa	Positive
8805	SUPER HIT UPCOMING MOVIE.BEST OF LUCK SURAJETTA AND SAUBINCHETTA.	not-malayalam
8806	എത്ര കോടിടെ സിനിമ അണ് എന്നിട്ട് ഒരു മൂക്കുത്തി വാങ്ങി കൊടുതൂടെ ചെമ്പിന്റെ ആയാലും മതി	unknown_state
8807	ഏട്ടന്റെ വരവിനായി കാത്തിരിക്കുന്ന ആലപ്പുഴക്കാർ ലൈക്‌ അടി....	unknown_state
8808	Joju Anna, Chem beta, naila chechi poliku	Positive
8809	*മൂക്കൂത്തി ഞാൻ കമ്മലാക്കി ചെവിയിലിട്ടു* ഒന്നു പോയേ പെണ്ണും പിള്ളേ , മൂക്കൂത്തി കാണാത്തതിനാണോ ഇത്രേം പെണ്ണുങ്ങളേവച്ച് തിരുവാതിര കളിപ്പിച്ചത്	Negative
8810	Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	Positive
8811	ബിരിയാണി ഉണ്ടാകുന്നതിന് മുൻപ് ഇതു കൂടി കണ്ടോളൂ	unknown_state
8812	മൂക്കുത്തി കാണാത്തവർ  ഇവിടെ ലൈക്ക് അടിച്ചോ	unknown_state
8813	ഒരു സംശയം.. പണ്ടത്തെ പെണ്ണുങ്ങള്‍ ഒക്കെ കക്ഷം എങ്ങനെ ആണ് ആവോ വാക്സ് ചെയ്തിരുന്നത്? ..ഇനിയ യുടെ ശരീരം മൊത്തം wax ചെയ്തു സോഫ്റ്റ് ആക്കി	unknown_state
8814	Pramukha nadanmarude fans chodicha paranjheku... 2020 um MAMMUKKAaa eduthennu....	Positive
8815	FULLY FILLED BY GOOOOOD CHARACTERS....GOOD FEEEELLL	not-malayalam
8816	Made in china ആയതു kondu oru സംശയം. പൊതുവെ ചൈനീസ് സാധനങ്ങൾക്ക് ഗുണമേന്മ കുറവായിരിക്കും. ലോങ്ങ് ലൈഫ് ഉണ്ടായിരിക്കുകയുമില്ല... അതുപോലെ ആവുമോ എന്തോ ?.....	Mixed_feelings
8817	Arjun reddy and kgf bgm mixed	not-malayalam
8818	കാട്ടാളൻ എന്ന് ഇരട്ടപ്പേര് ഉണ്ടായിട്ടും പച്ചയായ  മനുഷ്യന്റെ യഥാർത്ഥ സ്വഭാവം  കാണിച്ച കഥാപാത്രം പൊറിഞ്ചു. ക്ലൈമാക്സിൽ ഐയ്‌പിന്റെ കുത്ത് ഏറ്റിട്ടും അനങ്ങാതെ നിന്ന ആ മനസും ശരീരവും ആ കഥാപാത്രത്തിന്റെ റേഞ്ച് അങ്ങ് മാറി പോയി	Positive
8819	Ee padam release day kandath njan mathramano. Chumma thonniyappam poyi Kandatha 1st day enthayalum othiri ishtapettu padam kidukki....	Positive
8820	ഒരു cover inupolum originalinte feel tharan പറ്റുന്നില്ല...കുമ്പളങ്ങി istam	Positive
8821	Siddique sir	unknown_state
8822	Dislike adicha 854 pere Amidsha de munnilitkoduk. Baki a van nokikolum	Negative
8823	Pirates of carribian il ninn kattoo enn oru tonnal	Mixed_feelings
8824	ഈ പടം കണ്ടു കഴിഞ്ഞപ്പോഴാണ്,, ഇത്രയും കാലം കണ്ട പടങ്ങളൊക്കെ പക്കാ വേസ്റ്റ് ആണെന്ന് തോന്നിയത്..., വേറെ ലെവൽ..	Positive
8825	മാമാങ്കം അത് ഞങ്ങളുടെ അഹങ്കാരമാണ്  Ikka fans  Come here	Positive
8826	ബാഹുബലി , കെ ജി എഫ് , സാഹോ, സയെ റാ, എന്നീ  ചിത്രങ്ങളുടെ ഓഡിയോ റൈറ്‌സ് വാങ്ങിയ T Series ആദ്യമായി ഒരു മലയാള സിനിമയുടെ ഓഡിയോ റൈറ്‌സ് സ്വന്തമാക്കിയിരുന്നു          ഇത് ചരിത്ര മാമാങ്കം   ആദ്യ സോങ് ഇന്ന് രാത്രി 9 മണിക്ക്	Positive
8827	Swasutty ...Chemban vinod .Jojo...Joshi Ithu polikkum.   Katta wait	Positive
8828	00.52..rajuetta cute	not-malayalam
8829	Powli powli powli....midhun Manuel back again	Positive
8830	Pridhviraj Sukumaran.... You are a genius...!!	not-malayalam
8831	Uff ദാസേട്ടന്റെ ശബ്ദം  ആത്യത്തെ നാല് വരികഴിഞ്ഞുള്ള മ്യൂസിക് മുന്നേ എവിടെയോ കേട്ടതുപോലെ തോന്നി	Mixed_feelings
8832	Good. Waiting for the release.  ഫുഡ്‌ ഇഷ്ടപ്പെടുന്നവർ എന്റെ റെസിപ്പികൾ കൂടെ ട്രൈ ചെയുമോ????  ഇഷ്ടമാകും !!!!	unknown_state
8833	Manjuvarrier# Asuranu  munpum  sheshavum🥰	unknown_state
8834	Yetra ayalum lucifer ne tholppikan kayila.. Ettan uyir	Positive
8835	Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....	unknown_state
8836	ലാലേട്ടാ.. ഈ പ്രായത്തിലും എന്നാ ഒരിതാ !! #മാർഗംകളി  പടം പൊളിക്കും !!	Positive
8837	Ithu 10 m mamankam 15 m cross cheyuvayirikum	unknown_state
8838	Ethu puthu charitharam.	Positive
8839	അഭിനയത്തിനു ഇവിടെ പരിധികൾ ല്ലാ.  വേഷപ്പകർച്ചക്ക് അതിരും.. FACE OF INDIAN CINEMA	Positive
8840	നിനക്കിനി മലയാളം ഇൻഡസ്ടറി കിടന്നു പൊളയ്ക്കാൻ പറ്റുമെന്നു തോന്നുന്നുണ്ടോ ബോസ്സേ... പൊളയ്ക്കുവല്ല കൂത്താടും waiting for mass reply🤩🤩	Positive
8841	Lusifer anthem  onne pettene varanam ennullavar ivide oru like addiche	unknown_state
8842	ഈ പാട്ട് rasallyaa.. അടുത്തത് നോക്കാം.. MJ ser...	Negative
8843	Ente ponno rajuvetta namichu lalettan is back	Positive
8844	Mudinja enga thalapathi yoda ethavathu oru trailer record muriyadinga parppom  Mersal Sarkar Bigil 🤗	not-malayalam
8845	Nalla feel good movie ayirikkum waiting	Positive
8846	പടച്ചോനെ ഏതാ ഈ കൂറ പടം ?	Negative
8847	Once a king always a king	not-malayalam
8848	ഈ...ഡയലോഗു പറയാൻ...മലയാളത്തിൽ ഇന്ന് ...മമ്മൂട്ടിമാത്രം....!! ലാലിനു...ഇതു ചേരൂല്ലാ...!! എന്തൊരു..ബോറൻ ഡയലോഗ് ഡെലിവറിയാണ് ...!! കസ്തം മൊയലാളീ...കസ്തം...!!	Negative
8849	Malayala cinemayude .....  Ore oru Rajavu   #Lalettan	Positive
8850	Chela forest seen okke evido kandapole 🤔🤔🤔🤔🤔 aaaaaaaaa.......pulimurukan..........	Mixed_feelings
8851	Mohan Lal ayirunnenkil super ayene ..ithu chapli ayi poyi...	Negative
8852	അമ്മോ 100 കോടി ,, പറ്റും നിസ്സാരം	Positive
8853	Class trailer	Positive
8854	Eee trailer allaaa real movie....... trailer ula mikya scene illa	unknown_state
8855	Ini ippo ella padam achan nte molude Koode akum	unknown_state
8856	മോഹൻലാൽ ബിഗ് ബ്രദർ ട്രൈലെർ ഒരു സാധാ cleeshe ട്രൈലെർ ആയി തോന്നി..but മമ്മൂട്ടി movie ഷൈലോക്ക്..charachter പിടിടികിട്ടാത്ത പോലെയും	Positive
8857	Kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan	unknown_state
8858	Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum	Positive
8859	ഇങ്ങനെയും മുണ്ട് ഉടുക്കാമോ ?ഓണം സ്പെഷ്യൽ	unknown_state
8860	Ee movie aduppichu pinnem kandavar like	unknown_state
8861	Shreyajidee katta fan megastar Mamookakkadee padathinu katta waiting  Proud to be a Sgian	Positive
8862	Bahubaliyile kanna ne urangadaa pattokke kelkumbol ithoke eduth kinattil idan thonunath ...ennalum mookuthi evide poyii	Negative
