category	text
Negative	പടം കണ്ടതിന് ശേഷം വട കാണാൻ എത്തിയവർ ഉണ്ടോ  ഭാഗ്യം വേറെ ഒന്നും പോകഞ്ഞേ....  ഞങ്ങൾ ഇതിലും വലിയ വേഷങ്ങൾ കാണേണ്ടി വന്നേനെ
unknown_state	369 ലൈക്‌  എനിക്ക്  വേണം  369 ലൈക്‌  നിങ്ങൾ  എനിക്ക്  തരുമോ  369 ലൈക്‌  ഞാൻ  അങ്ങോട്ടു  യെടുക്കുവാ
not-malayalam	1:50 to 2:02 Rex vijayan feel
Positive	ഫഹദിക്കാടെ വ്യത്യസ്ഥ കഥാപാത്രം  ഷമ്മി  സൗബിന്റെ ഗംഭീരം പ്രകടനം സജി  ഷെയിന്റെ ബോബി  ഭാസിയുടെ ബോണി  Franki  babymol  സുഷിന്റെ മ്യൂസിക്  shyju khalid camera ശ്യാം പുഷ്കരന്റെ തിരക്കഥ  എല്ലാം കിടു  Overall super moviee Kumbalangi nights
Positive	കുഞ്ചാക്കോ ബോബന്റെ സിനിമ കാണാൻ ഇല്ലാലോ എന്നെ വിചാരിച്ചു . പക്ഷെ ഈ മൂവി പൊളിയായിരിക്കും
unknown_state	എല്ലാരും കണ്ടു പക്ഷേ അത് ഇട്ടിരിക്കുന്ന ആൾ മാത്രം കണ്ടില്ല.......!!!!!
Positive	Mammokka Age 68 ....     NO WORDS
not-malayalam	Video nay cang xem cang thit
unknown_state	sunny chechi fans like adi
Positive	Ethra vattam kandu ennu areela
Positive	രോമാഞ്ചം katta waiting for mamangam day november 21
unknown_state	Kali benda mwone ikka mess aane
not-malayalam	Jayamravi fans selam.. Ungalallavarum mammooty sir k support pannungo.. Mammooty sir. Great fans selam jayamravi fans
not-malayalam	All the best mammukka from Karnataka fans
Positive	ലാലേട്ടൻ സ്വാസൂട്ടി combo കാണാൻ കട്ട waiting... ഈ ഓണം ഇട്ടിമാണിക്കും ബെറ്റിയ്ക്കും ഒപ്പം...  ALL KERALA SWASIKA FANS ASSOCIATION...
unknown_state	ഒരു മൂക്കുത്തി പോയതിനാണോ ഇവൾ ഈ പാട്ടും ഡാൻസും കളിച്ചത് എന്നോട് പറഞ്ഞിരുന്നെകിൽ ഒന്നല്ല 100 എണ്ണം വാങ്ങിച്ചേനെ....
unknown_state	2:29  ഞാൻ ഒരു fan ആണ്. മമ്മൂക്കയുടെയും ലാലേട്ടന്റെയും അമിതാഭ് ബച്ചന്റെയും ഒക്കെ fan ആണ്.          🤩
Positive	Visuals ആൻഡ് ഫ്രെയിംസ് എല്ലാം പൊളി ആയിടുണ്ട്.. സൂപ്പർബ് ക്വാളിറ്റി.. വെയ്റ്റിംഗ് for നവംബർ 21
Positive	അവൻ പോയതല്ലെടാ പിന്നെന്തിനാ അവനെ തല്ലിയെ........ that.... scean...... Masss
unknown_state	Ith English moviede remake alle njn kandirunnu
Negative	ikkanta shylock teasrnta mootel vayykan illlaaa
unknown_state	Alledo ee randu padavum hittanu teernnille
unknown_state	All the best for movie mamankam...katta lalettan fan...
Negative	Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...
Positive	Record thakarkanula adya padi thooki adi waiting for raja
Negative	മുസ്ലിം ഭാഷ ശൈലി മോഹന്‍ലാല്‍..... പുറകിൽ ആണ്,,,
Positive	Padam utubil irakiyal chilappo hittavum.theateril valya pradeeksha vakenda.
Negative	Onne poyeda mugath puttiyum adich oronne iragiyekum mega star
Positive	അസാധ്യം... എത്ര അർത്ഥവത്തായ വരികൾ... വയലാർ എഴുതുവോ ഇതു പോലെ... ആ പാട്ട് എഴുതിയവന് കൊടുക്ക് വലിയ ഒരു *കൈയ്യടി*...
unknown_state	Ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum..
not-malayalam	Happy bday Mega Star Mam mookkaaaaa
unknown_state	ithil last ikkayude back side kanichappol DQ anonn tonniyath yenikk matramano
not-malayalam	TITLE SONG REMIX . DJ BEN VDJ SHAN
Negative	ഞാൻ കണ്ടു.. ഞാൻ മാത്രമേ കണ്ടുള്ളു 🤣🤣🤣..കോണത്തിലെ പടം..
unknown_state	അതുകൊണ്ടാ , ഇട്ടിച്ചന്റെ വക ഒരു സാമ്പിൾ വെടിക്കെട്ടും കൂടേ
unknown_state	E trailer il kanunna onnum film il illalllooo..e scene okke
Positive	ഈ വിഷു ഏട്ടനുള്ളതാണ് എങ്കിൽ.. ഈ ഓണവും ഞങ്ങൾ ഏട്ടനും പിള്ളേരും കൊണ്ടോവും.  ഏട്ടന്റെ അനിയന്മാർ ലൈക്‌ ബട്ടൺ അടിച്ചു പൊളിച്ചെക്ക്
Positive	Maranamass  lalettan kasari ini March 28 vare waitchayyanamallo
unknown_state	Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....
unknown_state	Prithviraj ne kandupidichavar like karo..
unknown_state	njan nookumbol 17k views and 113k likes  Ikkade pillerude power like adikk. . . . (edited because of the increasing of likes)
not-malayalam	Inspired from Jo Jeeta Wohi Sikander?
Positive	പടം കണ്ട ശേഷം ട്രൈലെർ കാണാൻ വന്ന ആരേലും ഉണ്ടോ? ചിരിച്ചു ചിരിച്ചു ചത്തളിയോ...
Positive	Big b ikka annum innum top lookillum abhinayathilum
Positive	High Voltage pakka mass ikka
Positive	Immathiri mass  Last aa chadi idi super Ethu polikkum  Ikka um pillareum triple  Strong aaa
unknown_state	Oru 10 pravishyM kandu ttaa rashidheee Chayim kadim marakkanda
unknown_state	മൂത്തോണെ കണ്ടാൽ നീ എന്ത് ചെയ്യും.. ആകെ ഈ ഡയലോഗ് മാത്രം മനസ്സിലായി
unknown_state	50 K views nu Mumbu KANDAVARUNDO ?
Positive	മമ്മൂക്ക  ന്റെ പൊന്നിക്ക  60.7 കോടി  വാരിക്കൂട്ടി മാമാങ്കം പൊളിച്ചടക്കുമ്പോ  ഫാൻസിനു പൂണ്ടു വിളയാടാൻ ഷൈലോക്ക്  ഞങ്ങൾ റെഡി ഇക്ക
not-malayalam	Nivin pauly best film is kayankulam kochunni
Positive	ചരിത്രം സിനിമ ആക്കാനും  സിനിമ ചരിത്രം ആക്കാനും ഒരേയൊരു നടൻ Megastar Mammootty
unknown_state	I am huge fan മൂക്കുത്തി. From newziland
unknown_state	Manjil virinja pookkal mohanlal face cut ullapole shane nu
Positive	Ee oru nalla paatine aan allanam koodi trolliyath
Positive	1:14  ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ  തന്റെ ഏട്ടൻ മാത്രമല്ല ഞങ്ങളുടെ എല്ലാവരുടെയും  സ്വന്തം ലാലേട്ടൻ  ഒരേ ഒരു രാജാവ്
Positive	Oru raksha illa ikka marana mass
unknown_state	Releasinte aan thanne pokum ennu   Urappullavar adi like
Positive	Rajuvettanode pande veliya thalpariyamillayirunnu..but ipo Rajuvettan.uyiraan..
unknown_state	രവി ( വിനീതേട്ടൻ) സ്റ്റാറ്റസ് ഇവിടെ ഉണ്ടേ....
Positive	Oru rakshayum illa....ithokke kanumpol aanu mattu chilath okke eduth kinattil idan thonnunnath.....
Negative	ഇതിനോക്കെ ആരപ്പാ ഡിസ്ലെക്ക് അടിക്കുന്നത് ? Unbelievable
unknown_state	1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?
Negative	Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum
Positive	I am a mammootty fan...but ithu kand ende romam eznettu ninnu...superr lalatta and rajuettan
Negative	കുന്തം പോയാൽ കൊതത്തിലും തപ്പണം എന്നല്ലേ പ്രണാമം
unknown_state	കരിക്കിലെ ലോലന്റെ പ്രേമം കണ്ടിട്ടുണ്ടോ   Share and Subscribe  നിങ്ങൾക്കും സന്തോഷം ഞങ്ങൾക്ക് ഒരു പ്രജോതനവും
Negative	Kandillangil oru oombe vechu koduke
Positive	Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa
unknown_state	2000 ലെ മലമ്പാർ ഭാഷ അല്ല..1500 കാലഘട്ടത്തിലെ ഭാഷ ആണ്.. അന്ന് കുഞ്ഞാലി പക്ഷേ.. എന്ന് പറഞ്ഞിട്ടുണ്ടാവും എന്ന് ആരെങ്കിലും വിചാരിക്കുന്നുണ്ടോ... പഴയ പുസ്തകങ്ങൾ വായിച്ചാൽ അറിയാംഭാഷാരീതികൾ... ഇന്ന് തന്നെ മറ്റ് സ്ഥലങ്ങളുമായി നോക്കുമ്പോൾ വ്യത്യാസം ഉണ്ട് പല വാക്കുകൾക്കും പിന്നെ ആണോ.. 500 കൊല്ലം മുന്നേ...
unknown_state	Uyiril thodum thalir  Nizhalakaane nee  Arike nadakkane   alayum chudu kaatinu kootinayai  Naamoru naal kinaa kudilil  Chennanayunirunilaa valayaai   Aarum kaanaa  Hridaya thaalamathil urunginaamenn  Aarum kelkaaa prnaya jaalakatha   Palavuru parayumo.......   Uyiril thodum kulir  Viralaayidaam njaan  Arike nadannidaam  Alayum Chudu kaatinu kootinanyaai  Naamoru naal kinaa kudilil  Chennanayunirunilaa valayaai   Aarum kaanaa  Hridaya thaalamathil urunginaamenn  Aarum kelkaaa prnaya jaalakatha   Palavuru parayumo.......   Vazhiyoranghal thorum thanalaai  Padar chilla nee  Kudayaai nivarnnu nee  Novaarathe thoraathe peythe  Thuzhayolanghal pol nin  Kadavothonnu njaan thotu melle   Kaate chillayithu veeshane  Kaare ilayithalin peyyane  Melle theeramithilil olanghal olanghal   Aayi nee varu...   Uyiril thalodidum uyiraayidum naam  Naamoru naal kinaa kadalil   Chennanayumirunila nadhiyaai   Aarum kaanaa  Hridhaya thaaramathil urunginaamenn  Aarum kelkaaa pranaya jaala katha   Palavuru thudarumo
Mixed_feelings	പാട്ട് അബദ്ധം, സിനിമ അടിപൊളി ആകുമെന്ന് പ്രതീക്ഷിക്കുന്നു
Positive	Wow...Woww...Wowwww...  ട്രെയ്ലർ വേറെ ലെവൽ ... കലക്കി Mr എബ്രിഡ് ഷൈൻ...ഉടനെ ബോളിവുഡ് ഒക്കെ നിന്ന് നിങ്ങൾക്ക് വിളിയുണ്ടാവും തീർച്ച...
Positive	nice movie anu .  but  ella trailer ulla ella sceneum filmil ella.
Negative	Moitheenile kannondu chollanu enna pattinodu cheruthallaatha samyam thonni... Pinne prachi tehlan enna nayikayude asaamanya height parama bore aayi thonni...
Positive	Ikka   pwolikkum   bgm pwolichu
unknown_state	Ikkade villan vesham kananam like adikkanam ponam
not-malayalam	Love from Karnataka Mohanlal Fan from Karnataka
Mixed_feelings	Komban misha avasan senti Aaaa ha anthas
unknown_state	Mamangam mohanlalum marakkar mammookkayum ayirunnenkil.ith chanthuvine ormippikkunnu
Negative	രാജുവേട്ട ഇതു പോലെ ഉള്ള പടത്തിൽ അഭിനയിക്കല്ലേ plz ദുരന്തം
Positive	Fdfs ഉറപ്പിക്കാൻ ആദ്യത്തെ ആ scene തന്നെ ധാരാളം ആയിരുന്നു
Mixed_feelings	E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum
unknown_state	October il arengilum undo evide , oru like aidchittu po
unknown_state	28 enna divasathinayi wait cheythu irikkunavar like adicho
unknown_state	Ente molude name anu e film eragum munne ettathanu.oru 1yr munne 1st kalki may daughter
Positive	padam vijayipikkan fans associations nte avishamillane kanichu thanna  nadan...fahad fasil..
Negative	Ithu award padam aano full slow aanallo
not-malayalam	Mavane Kola kandla iruken kollama vidamatten..
unknown_state	Onnum parayanilla... Like button adich pottikkk🤩
not-malayalam	is the #MaduraRaja Official Teaser #Raja🤩#Mammookka #April12Release
not-malayalam	Bahubali level Movie In Malayalam Industry... Congratulations from Tamilnadu
Positive	ഏട്ടാ നിങ്ങളുടെ ടൈം ആണ് ഇപ്പോൾ എത്ര വർഷമായി സിനിമയിൽ
Positive	ഈ ഓണം ഇട്ടിച്ചൻ അങ്ങ് എടുക്കാവാന്ന് പറഞ്ഞേക്ക്
unknown_state	Raju ettan fansinte watsapp group undenkil pls add me.. My number :7306414962
Positive	Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum
Positive	പാട്ട് ആദ്യം കേൾക്കുമ്പോൾ വെറുപ്പീർ ആണെന്ന് തോന്നുമെങ്കിലും പിന്നേം പിന്നേം കേൾക്കും #slow_poison
Positive	ദൈവമേ ഇത്‌ മലയാളം പടം തന്നെ ആണോ അതോ വല്ല കൊറിയൻ പടവും ആണോ  എജ്ജാതി ഐറ്റം.ബ്രൊ
Positive	മഹാനടനം ഏത്  ഒരു സൂപ്പർസ്റ്റാറും ചെയ്യാൻ  10 തവണ ആലോചിക്കും..  ഇവിടെ ഏതു കഥാപാത്രവും പൂർണതയിൽ എത്തിക്കാൻ വേണ്ടി ഉള്ള മരണ പ്രയത്നം തുടർന്ന് കൊണ്ടേ ഇരിക്കുന്നു..  ഇനി ഒന്നും ആരെയും prove ചെയ്യാൻ ഇല്ല..  എന്നാലും..  താൻ മരിക്കുവോളം ഒരു വിദ്യാർത്ഥി ആണ്..  മരിക്കുവോളം പൂർണതയിലേക്ക് എത്തുവാൻ ശ്രമിച്ചു കൊണ്ടേ ഇരിക്കും ഒരു നടൻ എന്ന നിലയിൽ എന്ന് പണ്ട് പറഞ്ഞത് ഇന്നും നെഞ്ചിൽ സൂക്ഷിക്കുന്നു..  സിനിമയുടെ ടെക്നിക്കൽ വശത്തിലെ  പോരായിമകൾ പലർക്കും മടുപ്പ് ഉണ്ടാക്കിയിട്ടുണ്ട്..  പക്ഷേ കുറുപ്പച്ചൻ  ഇക്കായുടെ അഭിനയ ഏടുകളിൽ സ്വർണലിപികളിൽ തന്നെ എഴുതി ചേർക്കേണ്ട ഒന്നാണ്
