category	text
Negative	Mangala grahake hogovrige a ashwathama eddhidhre   antha gotthidhre avnanne kurskondu mahabharatha kathene poorthi aagi barskotha edhru aste yake   mahabharatha nadedhitthanthe anno badhalu mahabaratha naddhidhu sathyane antha proof kuda madtha edhralwa
Negative	Tik Tok tune hunkondh hoeyhu Tik Tok madhuru china avaradhu tune unri🤣🤣🤣🤣🤣
Positive	Happy to ban china App Bloody Tiktok
Negative	Kelave kelavu theatrenalli matra release agittu
unknown state	Vijay prakash
not-Kannada	@RAJ NRJ l
Negative	ಚೀನಾದ ಭವಿಷ್ಯ ಕ್ಕಾಗಿ ಸ್ಥಿರ ಆಡಳಿತಕ್ಕಾಗಿ ಜಿನ್ ಪಿಂಗ್ ರನ್ನು ಜೀವಮಾನದ ವರೆಗೆ ಅಧ್ಯಕ್ಷ ರಾಗಿ ಆಯ್ಕೆ ಆಗಿದ್ದಾರೆ. ಆದರೆ ಭಾರತ ದಲ್ಲಿ ಪ್ರತಿ ವರ್ಷ ಒಂದಿಲ್ಲೊಂದು ಚುನಾವಣೆ ಗಳು ಇರ್ತಾವೆ ಈ election ಗೆಲ್ಲೊಕೇ ಹೊಲಸು ರಾಜಕೀಯ ನಾಯಕರ ( ಹಂದಿಗಳು)  ಹರಾಚಾಟ ಜಾತಿ ಧರ್ಮ ಬ್ರಷ್ಟಾಚಾರ ಅಧಿಕಾರ ದಾಹ  ಸುಳ್ಳುಗಳು ಕೆಸರು ಎರೆಚಾಟ ಇಂತ ಹೊಲಸು ರಾಜಕೀಯ ವನ್ನೇ 24*7 ಬ್ರೇಕಿಂಗ್ ನ್ಯೂಸ್ ಆಗಿ ತೋರಿಸೋ ಮೂರು ಬಿಟ್ಟು ಬಾಯಿ ಬಡುಕೊಳ್ಳೋ news ಚಾನೆಲ್ ಗಳು..... ಇದು ನಮ್ ಗೋಳು ಗಳು nಇದರ ಮಧ್ಯ ಜನ ಸಮಾನ್ಯನಿಗೆ ಶಿಕ್ಷಣ ಆರೋಗ್ಯ ಉದ್ಯೋಗ ಒಳ್ಳೆ ಪರಿಸರ ಬರಿ ಕನಸು.... nಇನ್ನೂ social ಮಿಡಿಯಾ ದಲ್ಲಿ ಭಾರತ ವಿಶ್ವ ಗುರು
unknown state	@Nandi Parthasarathi ನಿ ಮುಂಡೆ
Positive	ಕ್ಯಾಬ್ ಡ್ರೈವರ್ ಅಂದ್ರೆ ಕಳ್ದ್ರು ತರ ನೋಡೋ ಈ ಸಮಾಜದಲ್ಲಿ ನಾನು ಕ್ಯಾಬ್ ಚಾಲಕ ಅಂತ ಹೆಮ್ಮೆಯಿಂದ ಹೆಳ್ತೀರಲ್ಲಾ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು ಸಾರ್ ಈ ಸಮಾಜದಲ್ಲಿ ಇರೋರು ನಿಮ್ಮನ್ನ ನೋಡಿ ಕಲಿಯೋದು ತುಂಬಾ ಇದೇ ನೀವು ಯುವ ಜನಾಂಗಕ್ಕೆ ಸ್ಫೂರ್ತಿ ಸರ್  ನಿಮಗೆ ಒಂದೂ ದೊಡ್ಡ ನಮಸ್ಕಾರ ಯಾವ ಒಂದೂ   ವಿಶ್ವವಿದ್ಯಾನಿಲಯ ಕಲಿಸದ ಪಾಠವನ್ನು ಜೀವನ ಕಲಿಸುತ್ತದೆ ಎಂಬುದಕ್ಕೆ ನಿಮ್ಮ ಜೀವನವೇ ಉತ್ತಮ ಉದಾಹರಣೆ ಸಾರ್ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೆಯದು ಮಾಡಲಿ ಧನ್ಯವಾದ.
Negative	Koltogiro kobrimitayi mukdloge edkond degtin bro
not-Kannada	Unique talent of kannada
Positive	Yen  comedy guru  gulaab jamunu
Negative	@Nandi Parthasarathi ನಂದಿನಿ 1 ಲೀಟರ್ ಹಾಲು ಕೊಡಿ plz
not-Kannada	Bro super  nice
not-Kannada	Anjali Devi Hi
Positive	Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr
Negative	@TROLL MONSTER_KANNADA nim Amman kalsu thoristhini
Positive	Evergreen song listalli idhu yavglu iratthe doudte illa....
Positive	ಫೈಟ್ ಸೀನ್ ಅಮೇಜಿಂಗ್ ಪ್ರಜ್ವಲ್ ಲುಕ್ಕು ಬ್ಯೂಟಿಫುಲ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಜಂಟಲ್ಮ್ಯಾನ್    ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್
Positive	Superb movie sir
Positive	ಇದು‌ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
Positive	Super song all the best from Shivaraj Kumar fans
Positive	ಚೀನಾ ನಿಜವಾದ ಕಮ್ಯೂನಿಸ್ಟ್ ರಾಷ್ಟ್ರ ಆದರೆ ಆಲ್ಲಿನ ಕಾನೂನು  ಹಾಗಿಲ್ಲ ಆದರೆ ನಮ್ಮದೇಶ ಸ್ವತಂತ್ರ ದೇಶ ಆದರೆ ಕಾನೂನು ನಕ್ಸಲಿ ಕಾನೂನ ದುಡಿಯುವವನ ಬಳಿ ಕಿತ್ತು ಕುಳಿತ ಸೊಂಬೇರಿಗಳ ಸಾಕುವ ಮಹಾನ್ ದಾರಾಳ ದುರಬುದ್ದಿಯ ರಾಷ್ಟ್ರ ನಮ್ಮ  ಭಾರತ... ಇಲ್ಲಿ  ಬಿಟ್ಟಿ ಅಕ್ಕಿ ಬಿಟ್ಟಿ ದಿನಸಿ ಬಿಟ್ಟಿ TV  ಮಿಕ್ಸಿ ಎಲ್ಲಾ ಸರ್ಕಾರವೇ ಕೊಡುತ್ತೆ ನಾವುಗಳು ಬರಿ ಹೆಣ್ಣು ನೋಡಿಕೊಂಡು ಮದುವೆ ಆಗಿ ಮಕ್ಕಳು  ಹುಟ್ಟಿಸಿದರೆ ಸಾಕು ಮತ್ತೆ  ಆ ಮಕ್ಕಳನ್ನೂ ನಮ್ಮ  ದೇಶದ ಆಡಳಿತ ಸರ್ಕಾರಗಳು ಸಾಕಿಕೊಳ್ಳುತ್ತವೆ ಏಕೆಂದರೆ  ಅದು ಭವಿಷ್ಯದ ಓಟು.... nಭಾರತ ಇಂಥಹ ನೀಚ ಮನಸ್ಥಿತಿಯಿಂದ ಹೊರಬಂದು  ಯುವ ಜನತೆಗೆ ಶ್ರಮವಹಿಸಿ ದುಡಿಯೊದು ಕಲಿಸದಿದ್ದರೆ ಈ ದೇಶ ಭಿಕ್ಷುಕರ ನಾಡಾಗುತ್ತೆ... nಸೊಂಬೇರಿಗಳ ಮಹಾನ್ ಭಾರತ...
Positive	ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರೀಸ್ ಬೇರೆ ಲೋಕಕ್ಕೆ ತಗೊಂಡು ಹೋಗೊ ಸೀನಿಮಾ all the best rakshith sir
Positive	Nice song i like
Positive	100% nija sir. Appaji tarah yaaru barolla.. ulidre kelavu snetaru bartaare.. Devru saha barolla..
unknown state	@Nagaraj h Jagavar 777 Charlie barutte next
Positive	ಯುದ್ದ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.....nnnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....
Positive	ನಾವೆಲ್ಲಾ ಕನ್ನಡಿಗರು nPlease nಇಲ್ಲಿ nಗಟ್ಟ ದ ಮೇಲಿನವರು nಗಟ್ಟದ ಕೆಳಗಿನವರು nಕರಾವಳಿಯವರು nಉತ್ತರಕನ್ನಡದವರು nಉತ್ತರಕರ್ನಾಟಕದವರು nಹಳೇಮೈಸೂರಿನವರು nಮಂಡ್ಯದವರುnಬೆಂಗಳೂರಿಗರು nಮೈಸೂರಿನ ವರು nಕೊಡಗಿನವರು nಕುಂದಾಪುರದಕಡೆ ಜನ nಹೀಗೆ nಯಾಕೆ ಇಬ್ಬಾಗ ಮಾಡಿ ನೋಡ್ತೀವಿ nಬೇಡ ಈ ರೀತಿ ನೋಡದೇ nನಾವೆಲ್ಲಾ ಕರುನಾಡುnಕರ್ನಾಟಕದ ಮಕ್ಕಳು ಅಂತ ಯಾಕೆ ನೋಡಬಾರದು nPlease nನಾವೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಮಕ್ಕಳು nಅವರೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಹಿರಮೆಯನ್ನ ಮೇಲ್ಮಟ್ಟ ಕ್ಕೆ ಕೊಂಡೊಯ್ಯ್ದವರು .nಹಾಗೆ ನಾವ್ ನೀವ್ ಎಲ್ಲಾ ಒಟ್ಟು ಕೂಡಿ ಕರ್ನಾಟಕದ ಗರಿಮೆಯನ್ನ ಇನ್ನ ಎತ್ತರಕ್ಕೆ ಕೊಂಡೋಯ್ಯಣ nನಾವ್ ಕನ್ನಡಿಗರು nನಾವ್ ಭಾರತೀಯ ರು nnನಮಸ್ಕಾರ
Positive	@Rajashekar Khandare Houdu sir ashwathamanige chiranjivi vara ide adakke avanige sri krishna aatara shrapa kottiddu ashwatama shivana innondu rudra avtara
Positive	@Rajashekar Khandare ಕ್ರಷ್ಣನೇ ಶಾಪ ಕೊಡುವುದು ...ಮಯ್ಯಲ್ಲಿ ಕೀವು ತುಂಬಿ ಚಿರಂಜೀವಿ ಆಗಿ ತಿರುಗಾಡುತ್ತಾ ಇರು ಅಂತ....
Positive	Well said part 2 madu chinna.. chanagide
not-Kannada	Miss u Hindi song
Positive	India kudda Munde baruthe But late....navella Odmele
Negative	Promotion madilla guru adke jana bandilla.
not-Kannada	Super song nice song
unknown state	@Shiva Prasad yes bro
not-Kannada	Super trailer sir
Mixed feelings	ನಾನು ಕೇಳಿರುವಹಾಗೆ ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್ ರವರ ರಂಗನಾಯಕಿ ಚಿತ್ರ ಕೂಡ ಮೊದಲನೇ ಬಾರಿ ತೆರೆಕಂಡಾಗ ಜನರು  ಮಿಶ್ರ ಪ್ರತಿಕ್ರೆಯೆ ನೀಡಿದ್ದರು ಏಕೆ ಎಂಬುವುದು ಯಕ್ಷ ಪ್ರಶ್ನೆ ಆದರೆ ದೇವರ ಮೇಲೆ ಭಾರಹಾಕಿ ಎರಡನೇಸಲ ಬಿಡುಗಡೆ ಮಾಡಿದಾಗ ಅದಕ್ಕೆ ಸಿಕ್ಕ ಪ್ರತಿಕ್ರಿಯೆ ಅಬೂತಪೂರ್ವಕ ನಿರ್ಮಾಪಕರಿಗೆ ತುಕ್ಕಿಡಿದ ಕಬ್ಬಿಣ ವಾಗಿದ್ದ ಸಿನಿಮಾ ಈಗ ಚಿನ್ನದ ಗಟ್ಟಿಯಾಗಿ ಹೊರಹೊಮ್ಮಿತು n ಹೀಗಾಗಿ ನಾನು ಚಿತ್ರತಂಡದಲ್ಲಿ ಮಾಡುವ ಕಳಕಳಿ ವಿನಂತಿ ಧಯಮಾಡಿ ಸಿನಿಮಾವನ್ನು (Corona effect )ಬಳಿಕ Re-Release ಮಾಡಿ nನನ್ನ ಈ ಕೋರಿಕೆಯನ್ನು ಚಿತ್ರತಂಡಕ್ಕೆ ತಿಳಿಸಿ
Negative	ಎಲ್ಲಾ ನಂಬಿಕೆ ಅಷ್ಟೇ..
Mixed feelings	ನನಗು same ಹಂಗೇ ಅನ್ನಿಸ್ತು;
Positive	Bro nin ello hogbutte bedu bro
Positive	Super bro ninu
Mixed feelings	Nan math nGe fida agode
unknown state	ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ
Negative	Rashmikage vs takkange ede e song super guru
Negative	E song Alli dislike mado antadu enide
Negative	ಬಿಟ್ಟ ಹೋಗಿರೋ ರಶ್ಮಿಕಾ ಗೆ ಹೇಗ್ ಆಗ್ಬೇಕು ಗೊತ್ತಾ ಯಾಕಾದ್ರೂ ಬಿಟ್ಟ ಹೋದೆ ರಕ್ಷಿತ ಅವರನ್ನ ಅಂತ ಫೀಲ್ ಆಗ್ಬೇಕು ಆ ತರಾ success ನಿಮ್ಮದಾಗಲಿ ಶ್ರೀನಮ್  ನಾರಾಯಣ ಸಿನಿಮಾ
Positive	Superhit different Kannada movie super super super
Positive	Driver.....superb sir.nObbara hangilladanthe badukbodu.nNamma jeevana dalli olledu ketdu aagle beku ade jeevana.
Mixed feelings	Sar Nim Len nodida mele Nim nija madthbeku SAR plz call Madi
Positive	ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ  ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು
Positive	Rakshit Shetty fans ondhu like Madi
unknown state	Nan nodidini mobile li
Positive	Tik tok super app anna
Positive	corrcet aghi baydidira doddhu hero thara adthare thu....
unknown state	Super star Darshan fans ikada
Positive	Nimge Nijavagalu netiyagiddra
Negative	Lo remake alla antha hekde tane
Positive	Jai Rakshit shetty
unknown state	Num mane ge bandidru
Positive	Hindi alli yaavaga bidthare?
Negative	Tiktok ban agirodrida tiktok madtidrala avr family avrig kushi agirute tumba deena ivr mada nodi sakagitu
not-Kannada	Rakshit shetty
Positive	Fresh making n new step in kannada industry
Positive	ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ
Negative	Whitefield nalli yav theatre nallu hakalla kachada nanmaklu nodoke
Positive	Nijawaglu nin hatra thumba talent ide guru super. Ninu roast mado style super.
Mixed feelings	ಹಳೆ ಶಿಕಾರಿ ಸಿನಿಮಾ nodidira yaradru
Positive	Heege innu chennaga bairi e chena nanmaklige App Ban madidd olled aytu hage avru kade tariskollo 3000 things stop madbeku aga buddi barutt avrge
Positive	ಗುಡ್ ಮೆಸೇಜ್  ಸರ್
unknown state	manoj idu charetre
Negative	@VARAPRASAD K K Darshan sir fan agi ist local agi mathadada
Negative	Film koda e hadin Tara slow poison
Negative	@Kiccha Vitthal ನಿಮ್ಮ ಅವ್ವ ಗಲೀಜ್ ಅಂತೇ
Positive	ಕನ್ನಡದವರಾಗಿ ಕನ್ನಡ ಸಿನಿಮಾ ಹೆಮ್ಮೆಪಡುವಂತಹ  ಸಿನಿಮಾ
Positive	ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....#ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.
not-Kannada	R.. R.. MADAR
not-Kannada	sanjukuamar chatnale ğy
Negative	Urkond Sai beku
Negative	En guru ning isht like
Positive	ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು
Negative	@Nandi Parthasarathi ನಿಂದು ಬೀದಿ ನಾಯಿ ತುಲ್ಲು ಅನ್ಸುತ್ತೆ
unknown state	@Harisha BE
Positive	Idu charitre shrushtiso avatara
Positive	ಕನ್ನಡ ಸಿನಿಮಾ ಬೆಳೆಸಲು ಕರಾವಳಿಯವರಾದ ಶಂಕ್ರಣ್ಣ
Negative	Those 1.3k dislikes are seems to be fan of rashmika
not-Kannada	I am feeling like
Positive	Superb pakka pan India movie aguthe
Positive	Chinddi  guru
Mixed feelings	E game yavadu bro
Positive	ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ ನೀವು ಪುರಾಣದಲ್ಲಿ ಬರುವ  ಯಲ್ಲರಿಗೂ ಬಹುವಚನ ದಿಂದ ಮಾತಾಡ್ತಿರ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ
Positive	Avara sarvadhukaranu plus point adre Alli sarvadhikarirana deshada heligegaagi use maadiddare.
Positive	ನಿಜವಾದ ಕನ್ನಡ ಸಿನಿ ಪ್ರೇಮಿ ಇದನ್ನು
Negative	ಬಿಂದು ಗೌಡ ಟಿಕ್ ಟಾಕ್  ಬ್ಯಾನ್ ಆಯಿತು ಮನೇಲಿ ಪಾತ್ರೆ ತೊಳಿ
Positive	masto togari tippa
not-Kannada	#ERROR!
not-Kannada	Super from kolar
not-Kannada	I big big fan of Dia
not-Kannada	@Sagar sagar  s u r correct bro..
Positive	I love you RAKSHIT...
Positive	Nama village ge bandidru
not-Kannada	Mmmgyhvb video ⏭
Positive	ಕಿರ್ಯಾಕ್ ಕಿಂಗ್nಸೂಪರ್ ಡೂಪರ್
Positive	ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ
unknown state	Diya
Mixed feelings	ಆತ ಬರುತ್ತಾ ಅಲ್ಲಾ
unknown state	Vishwajeet chauhan ok da cool
Mixed feelings	ಗುರು ಏನ್ editing
Positive	ಸೂಪ್ಪರ್ ಅಣ್ಣ
Negative	@prithvi nayak lo ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ಬಕೆಟ್ ಹಿಡಿದಿಲ್ಲ ಬಿಡೋ ನಮ್ ಬಾಸ್.... ಸೈಡ್ ಆರ್ಟಿಸ್ಟ್ ಇನ್ ಸೈರಾ &ದಬಾಂಗ್ 3 ಅದ್ರಲ್ಲೂ ಹೆವಿ buildupಲುಚಂದು..... ಸೈಡ್ ರೋಲ್ ಬಾಡಿ ನೇ ಇಲ್ಲಾ ಪೈಲ್ವಾನ್ ಅಂತಾ ಹೆಸರು ಬೇರೆ ಅಸ್ಥಿಪಂಜರ ಅಂತಾ ಹೇಳ್ಬೇಕು.... ಯಾವ್ ಥಿಯೇಟರ್ ಅಲ್ಲೀ ಇಲ್ಲಾ ಗುರು ಪೈಲ್ವಾನ್ 100 ಡೇಸ್ ಕೂಡ ಆಗಿಲ್ಲ utter
Positive	ಸಾಂಗ್ ಬೆಂಕಿ n
Mixed feelings	Nija 100%  but aswastama antta heg  kandiditare..
Positive	ಕನ್ನಡ ಸಾಹಿತ್ಯಕ್ಕೆ ಯಾವತ್ತೂ ಸೋಲಿಲ್ಲ! ಒಳ್ಳೆಯ ಸಾಹಿತ್ಯ ಹೌದು ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ
Positive	Idella yake Kannada Films Dodda samrajjya ne katbeku Dodda Charitrene Srusti madbeku anta helu....
Positive	ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ  ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು.....god bless you sir
not-Kannada	I'm speechless
Positive	Asome bro nD boss
Positive	Sakat swabhimani sir nivu
not-Kannada	Super duper song ASN
Negative	Hatrale akige bindu gowda ge
Negative	ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಲ್ಲದಕ್ಕಿಂತ ಮೊದಲು ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು
Positive	It is toooo best sir... nIdann nodi  adru arta madkobeku rajkaranigalu...
unknown state	Raktha rathri yakshagana nodi maryare
Positive	Sir nim account num kodi sir
Negative	Dislike madiroru pakka Rashmikha Kadeyavare
Positive	Guru sakatha helidiya guru
Positive	Super song in sandalwood
unknown state	Is it omg
Positive	ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ
Mixed feelings	Navu kuda speed edivi ....makklu uttisodrale ..love madodrale ...
Mixed feelings	Hands up ಇದು ರಕ್ಷತ್ ಅವತಾರ
Positive	Anna tumba channag madtiraa.. Super
Positive	Finally sonu gowda b day dhinane tiktok ban aythu
Positive	great hattsoff sir tandege takka maga
Negative	Hands up..Hands up...tan tan Tanana..Chindi Guru Chindi..
Negative	Ajanish Loknath en music kottiddiya ಗುರು ಚಿಂದಿ
Positive	ಜೈ ಕನ್ನಡ
Positive	ಎಲ್ಲಾ ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಸುತ್ತೇವೆ
Positive	ಹಾಡಿನಲ್ಲಿರುವ ಪದಪುಂಜವನ್ನು ಬಳಿಸಿದ ರೀತಿಯೇ ಅತಿ ಅದ್ಭುತ....
Mixed feelings	@Ŕävîñđŕå_02_GøWđřú bro ah sule Nandhini atra yen matu bidi
Negative	Rip for 1.8dislikers devaru nimma atmakke shanti kodli
Negative	@Gajendra hv ayyo bewarsi
Positive	Super Super song  you happy
not-Kannada	I salute u
Positive	ಸೂಪರ್  ಲಿರಿಕ್ಸ್
Negative	@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper)
Positive	Idu nimage hege gottaytu?
Positive	ತುಂಬಾ ಕಾಡುತ್ತೆ ಈ ಸಿನಿಮಾದ ಕಥೆ.....nಈ ಸಿನಿಮಾನ ನೋಡಿದವರು..  ಕಥಾ ಶ್ರೀಮಂತಿಕೆಯನ್ನು..  ಭಾವನೆಗಳ ಭಾವವನ್ನು  ತಮ್ಮ ಮನಸ್ಸಿನಲ್ಲಿ ತಾವೇ ಅನುಭವಿಸುವುದು ಖಂಡಿತ........n# ದಿಯಾ # ಸರಳ ಸಹಜ ಸುಂದರ ಸಿನಿಮಾ......
not-Kannada	Sup bro
Mixed feelings	@Vinay Kumar MS nin mane address kodu
Positive	ದಿನಾಲೂ ನೋಡರ ಲೈಕ್ ಮಾಡಿ
not-Kannada	Spr bro...
unknown state	@Bhavya S M   Duet
Positive	Pakka nim movie gellisutteve ##jai Kiccha boss
Positive	All the best prajwal Devaraj Bøss
Positive	Sir naanu helabekiddanna thumba channagi helidira. Nimma mathugalashte sumadura hrudaya sparshi agide. Pls yelladru nodi 1 sala adru. Olle anubhava beku antha iroru...
Positive	Song is lit
Negative	@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs ganchali jasti madbedaa  loffer
Mixed feelings	I think junior Pawan KalyannI am waiting
Positive	Bollywood range nali ide super song🤔
Negative	@Nandi Parthasarathi nin Amman sule magane nin number send gandu
Mixed feelings	Bro tik tok tirga bandida bro nijvagluindia dali
Mixed feelings	I have listened 1st time ok ok
unknown state	ರಾಮ ರಾಮ ತುಸು ದಕ್ಷ ವೃಪ ಜಾರಿಪ
Positive	Rakshit shetty fans like this
not-Kannada	Super song sir
Positive	Jai d boss
Positive	kannada namjeeva rath
unknown state	@Kavya V u wanna go there?
Negative	Innu iste views agidda!! Song yak hit agilla
not-Kannada	Bapu Biradar t
Positive	Namm boss vijayaprakhas  voice super
Mixed feelings	Yenge nivu.... Kalru nivu
Mixed feelings	ಇದು    ನಮ್ಮ ಕನ್ನಡ
Positive	Super movie love madabardu guruuu
not-Kannada	Good job.....
Positive	ಕನ್ನಡದ ಕಿರೀಟ ಇದು
Positive	Kannada industri proud to Dia movie
Mixed feelings	Bro tiktok ban agilla anta helta idare nija na
Negative	Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide.
unknown state	@manju Vivek means awesome
unknown state	Dagar boobs ogo boddide
Positive	Hindiyelli film release madbekittu bro
Positive	D'Boss fan kade inda full support bro....
Mixed feelings	Anna aa game yavdu
Negative	@Mahesh Babu gandu sulemagane.....urko....
Positive	ತೊಗರಿ ತಿಪ್ಪ  ಸ್ಟೋರಿ ಸೂಪರ್
Negative	@Dayananda C lol judge ge lancha kottu jailge hogi bandirorna CM madiroru 420 BJP
Negative	Bindhu sulee tiktok sadee  roast Madhu ivaladhuuu full roast madeeee jai indian army
unknown state	Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu
